# Simulation 1 (Up to date)
# 0,
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
39.46,87.209,-12.873,29.26,12.873,29.261,-9.053,0.018,9.053,179.885,2.018,0.187,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.038,1.275e6,0,188.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.08,14.433,1003.014,340.045,0.005,0.171
39.466,87.135,-12.711,28.304,12.711,28.304,-9.064,0.018,9.064,179.885,2.019,0.173,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.038,1.259e6,0,183.656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.077,14.433,1003.022,340.045,0.006,0.171
39.472,87.059,-12.547,27.349,12.547,27.349,-9.076,0.018,9.076,179.885,2.02,0.159,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.037,1.243e6,0,179.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.074,14.434,1003.03,340.046,0.006,0.171
39.478,86.981,-12.38,26.395,12.38,26.395,-9.089,0.018,9.089,179.885,2.021,0.145,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.037,1.226e6,0,174.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.071,14.434,1003.039,340.046,0.006,0.172
39.485,86.9,-12.212,25.442,12.212,25.443,-9.102,0.018,9.102,179.885,2.021,0.131,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.036,1.21e6,0,169.861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.067,14.435,1003.049,340.046,0.007,0.172
39.492,86.815,-12.042,24.492,12.042,24.492,-9.117,0.018,9.117,179.886,2.022,0.117,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.036,1.193e6,0,165.277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.064,14.435,1003.058,340.047,0.007,0.172
39.499,86.728,-11.869,23.542,11.869,23.542,-9.131,0.018,9.131,179.886,2.023,0.103,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.035,1.176e6,0,160.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.06,14.436,1003.068,340.047,0.007,0.172
39.507,86.637,-11.695,22.595,11.695,22.595,-9.147,0.018,9.147,179.886,2.024,0.089,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.035,1.158e6,0,156.132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.056,14.436,1003.078,340.047,0.008,0.172
39.515,86.542,-11.518,21.649,11.518,21.649,-9.164,0.018,9.164,179.886,2.024,0.093,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.034,1.141e6,0,151.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.059,14.437,1003.089,340.048,0.008,0.172
39.524,86.443,-11.339,20.705,11.339,20.705,-9.181,0.018,9.181,179.886,2.025,0.098,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.034,1.123e6,0,147.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.062,14.437,1003.1,340.048,0.009,0.172
39.533,86.339,-11.157,19.763,11.157,19.764,-9.2,0.018,9.2,179.887,2.026,0.104,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.033,1.105e6,0,142.483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.066,14.438,1003.112,340.048,0.009,0.172
39.543,86.231,-10.973,18.824,10.973,18.824,-9.22,0.018,9.22,179.887,2.027,0.11,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.033,1.087e6,0,137.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.07,14.439,1003.124,340.049,0.01,0.173
39.553,86.118,-10.786,17.887,10.786,17.887,-9.241,0.018,9.241,179.887,2.029,0.116,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.032,1.068e6,0,133.438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.074,14.439,1003.137,340.049,0.01,0.173
39.564,85.998,-10.596,16.953,10.596,16.953,-9.263,0.018,9.263,179.887,2.03,0.115,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.032,1.05e6,0,128.934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.076,14.44,1003.15,340.05,0.011,0.173
39.576,85.872,-10.404,16.021,10.404,16.022,-9.288,0.018,9.288,179.888,2.031,0.099,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.031,1.031e6,0,124.443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.071,14.441,1003.164,340.05,0.012,0.173
39.589,85.739,-10.209,15.093,10.209,15.094,-9.314,0.018,9.314,179.888,2.032,0.083,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.031,1.011e6,0,119.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.066,14.442,1003.179,340.051,0.013,0.173
39.603,85.597,-10.011,14.169,10.011,14.169,-9.342,0.018,9.342,179.888,2.033,0.067,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.03,9.917e5,0,115.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.061,14.443,1003.194,340.051,0.014,0.173
39.618,85.447,-9.81,13.248,9.81,13.248,-9.373,0.018,9.373,179.889,2.034,0.041,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.029,9.718e5,0,111.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.052,14.444,1003.211,340.052,0.015,0.173
39.635,85.286,-9.606,12.332,9.606,12.332,-9.407,0.018,9.407,179.889,2.033,0.019,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.029,9.516e5,0,106.655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.026,14.445,1003.229,340.052,0.017,0.174
39.653,85.114,-9.398,11.422,9.399,11.422,-9.444,0.018,9.444,179.89,2.032,0.079,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.028,9.311e5,0,102.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.998,14.446,1003.247,340.053,0.018,0.174
39.673,84.928,-9.188,10.518,9.188,10.518,-9.484,0.018,9.484,179.89,2.029,0.13,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.028,9.103e5,0,97.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.972,14.447,1003.268,340.054,0.02,0.174
39.695,84.726,-8.974,9.618,8.974,9.619,-9.53,0.018,9.53,179.891,2.026,0.127,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.027,8.891e5,0,93.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.97,14.448,1003.289,340.054,0.022,0.174
39.72,84.505,-8.757,8.725,8.757,8.726,-9.58,0.018,9.58,179.891,2.023,0.123,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.026,8.676e5,0,89.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.967,14.449,1003.313,340.055,0.025,0.174
39.748,84.262,-8.536,7.839,8.536,7.841,-9.637,0.018,9.637,179.892,2.019,0.142,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.026,8.458e5,0,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.953,14.451,1003.339,340.056,0.028,0.174
39.78,83.992,-8.313,6.963,8.313,6.965,-9.702,0.018,9.702,179.893,2.014,0.168,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.025,8.236e5,0,80.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.935,14.452,1003.367,340.057,0.032,0.174
39.817,83.689,-8.087,6.097,8.088,6.098,-9.776,0.018,9.776,179.894,2.011,0.092,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.024,8.013e5,0,76.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.967,14.454,1003.399,340.058,0.037,0.174
39.861,83.342,-7.859,5.249,7.859,5.25,-9.863,0.018,9.863,179.894,2.006,0.099,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.024,7.787e5,0,72.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.958,14.456,1003.435,340.059,0.044,0.175
39.912,82.944,-7.632,4.413,7.633,4.42,-9.966,0.018,9.966,179.896,1.994,0.232,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.023,7.563e5,0,68.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.878,14.458,1003.475,340.061,0.051,0.175
39.975,82.473,-7.406,3.609,7.409,3.632,-10.09,0.018,10.09,179.897,1.969,0.403,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.022,7.342e5,0,64.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.765,14.461,1003.522,340.062,0.063,0.175
40.055,81.889,-7.179,2.832,7.183,2.871,-10.246,0.018,10.246,179.899,1.931,0.475,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.022,7.118e5,0,60.899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.908e-4,NaN,NaN,NaN,NaN,1.691,14.464,1003.577,340.064,0.08,0.175
40.149,81.225,-6.986,2.063,6.986,2.065,-10.427,0.018,10.427,179.9,1.922,0.1,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.021,6.923e5,0,57.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.614e-4,NaN,NaN,NaN,NaN,1.871,14.468,1003.646,340.066,0.094,0.175
40.292,80.236,-6.78,1.434,6.78,1.436,-10.704,0.018,10.704,179.903,1.932,0.072,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.021,6.719e5,0,54.118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.373e-4,NaN,NaN,NaN,NaN,1.967,14.472,1003.724,340.069,0.144,0.175
40.513,78.76,-6.608,0.783,6.608,0.785,-11.131,0.018,11.131,179.907,1.945,0.058,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.02,6.549e5,0,50.978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.127e-4,NaN,NaN,NaN,NaN,1.97,14.478,1003.84,340.073,0.221,0.175
40.836,76.642,-6.524,0.26,6.525,0.462,-11.739,0.018,11.739,179.912,1.822,0.382,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.468e5,0,48.491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.923e-4,NaN,NaN,NaN,NaN,1.695,14.488,1004.013,340.079,0.323,0.176
41.31,73.545,-6.522,0.004,6.522,0.248,-12.632,0.018,12.632,179.918,1.94,0.248,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.466e5,0,47.241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.765e-4,NaN,NaN,NaN,NaN,1.988,14.502,1004.261,340.087,0.475,0.176
41.81,70.284,-6.523,-0.002,6.523,0.072,-13.593,0.018,13.593,179.924,1.904,0.072,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.468e5,0,47.197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.816e-4,NaN,NaN,NaN,NaN,1.892,14.522,1004.624,340.099,0.5,0.176
42.31,67.023,-6.521,0.004,6.521,0.038,-14.549,0.018,14.549,179.929,1.923,0.038,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.468e5,0,47.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.801e-4,NaN,NaN,NaN,NaN,1.929,14.543,1005.007,340.112,0.5,0.176
42.81,63.763,-6.52,0.001,6.52,0.036,-15.506,0.018,15.506,179.934,1.904,0.036,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.469e5,0,47.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.807e-4,NaN,NaN,NaN,NaN,1.899,14.564,1005.389,340.125,0.5,0.176
43.31,60.504,-6.515,0.01,6.515,0.4,-16.408,0.018,16.408,179.938,1.705,0.4,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.465e5,0,47.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.798e-4,NaN,NaN,NaN,NaN,1.639,14.586,1005.772,340.138,0.5,0.176
43.81,57.245,-6.52,-0.01,6.52,0.068,-17.269,0.018,17.269,179.941,1.738,0.067,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.472e5,0,47.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.704e-4,NaN,NaN,NaN,NaN,1.75,14.607,1006.154,340.151,0.5,0.177
44.31,53.986,-6.516,0.008,6.516,0.065,-18.13,0.018,18.13,179.944,1.706,0.064,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.469e5,0,47.245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.724e-4,NaN,NaN,NaN,NaN,1.696,14.628,1006.536,340.163,0.5,0.177
44.81,50.729,-6.514,0.005,6.514,0.345,-19.026,0.018,19.026,179.947,1.878,0.345,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.469e5,0,47.258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.706e-4,NaN,NaN,NaN,NaN,1.935,14.649,1006.918,340.176,0.5,0.177
45.31,47.472,-6.515,-0.004,6.515,0.194,-19.989,0.018,19.989,179.949,1.975,0.194,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.472e5,0,47.197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.778e-4,NaN,NaN,NaN,NaN,2.008,14.67,1007.3,340.189,0.5,0.177
45.81,44.216,-6.509,0.013,6.509,0.447,-21.032,0.018,21.032,179.952,2.199,0.447,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.467e5,0,47.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.825e-4,NaN,NaN,NaN,NaN,2.273,14.691,1007.682,340.202,0.5,0.177
46.31,40.96,-6.516,-0.013,6.516,0.08,-22.142,0.018,22.142,179.954,2.238,0.079,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.475e5,0,47.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.929e-4,NaN,NaN,NaN,NaN,2.252,14.713,1008.064,340.215,0.5,0.177
46.81,37.703,-6.509,0.012,6.51,0.239,-23.291,0.018,23.291,179.957,2.358,0.239,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.471e5,0,47.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.958e-4,NaN,NaN,NaN,NaN,2.397,14.734,1008.446,340.228,0.5,0.177
47.31,34.448,-6.512,-0.006,6.512,0.009,-24.47,0.017,24.47,179.959,2.361,0.007,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.475e5,0,47.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.016e-4,NaN,NaN,NaN,NaN,2.362,14.755,1008.828,340.24,0.5,0.177
47.81,31.193,-6.509,0.007,6.509,0.147,-25.669,0.017,25.669,179.961,2.434,0.147,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.473e5,0,47.245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.021e-4,NaN,NaN,NaN,NaN,2.459,14.776,1009.21,340.253,0.5,0.178
48.31,27.939,-6.507,0.004,6.507,0.342,-26.843,0.017,26.843,179.963,2.263,0.342,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.473e5,0,47.254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.058e-4,NaN,NaN,NaN,NaN,2.207,14.797,1009.592,340.266,0.5,0.178
48.81,24.686,-6.503,0.008,6.503,0.504,-27.912,0.017,27.912,179.964,2.011,0.504,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.471e5,0,47.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.961e-4,NaN,NaN,NaN,NaN,1.929,14.818,1009.973,340.279,0.5,0.178
49.31,21.434,-6.508,-0.009,6.508,0.302,-28.88,0.017,28.88,179.966,1.86,0.302,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.477e5,0,47.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.827e-4,NaN,NaN,NaN,NaN,1.811,14.84,1010.355,340.292,0.5,0.178
49.81,18.18,-6.506,0.004,6.506,0.122,-29.794,0.017,29.794,179.967,1.799,0.122,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.477e5,0,47.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.762e-4,NaN,NaN,NaN,NaN,1.779,14.861,1010.736,340.304,0.5,0.178
50.31,14.928,-6.505,0.002,6.505,0.19,-30.67,0.017,30.67,179.968,1.704,0.19,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.477e5,0,47.225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.733e-4,NaN,NaN,NaN,NaN,1.673,14.882,1011.118,340.317,0.5,0.178
50.81,11.676,-6.504,2.276e-4,6.504,0.062,-31.514,0.017,31.514,179.969,1.673,0.062,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.479e5,0,47.208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.691e-4,NaN,NaN,NaN,NaN,1.663,14.903,1011.499,340.33,0.5,0.178
51.31,8.424,-6.503,0.004,6.503,0.139,-32.368,0.017,32.368,179.97,1.742,0.139,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.478e5,0,47.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.678e-4,NaN,NaN,NaN,NaN,1.765,14.924,1011.881,340.343,0.5,0.178
51.81,5.173,-6.502,0.002,6.502,0.204,-33.213,0.017,33.213,179.971,1.64,0.204,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.479e5,0,47.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.705e-4,NaN,NaN,NaN,NaN,1.607,14.945,1012.262,340.356,0.5,0.179
52.31,1.924,-6.494,0.014,6.495,0.534,-34.1,0.017,34.1,179.971,1.907,0.533,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,4820.9,218.9,NaN,NaN,NaN,NaN,NaN,0.019,6.474e5,0,47.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.661e-4,NaN,NaN,NaN,NaN,1.994,14.966,1012.643,340.369,0.5,0.179
